Latitude (decimal degrees):	34.057
Longitude (decimal degrees):	-6.768
Elevation (m):	74
Radiation database:	PVGIS-SARAH3


Slope: 32 deg. (optimum)
Azimuth: 3 deg. (optimum)
Nominal power of the PV system (CIS) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201116:1009,569.42,748.55,29.73,24.08,0.9,0.0
20201116:1109,653.04,885.83,35.19,26.97,0.83,0.0
20201116:1209,675.14,937.36,37.24,28.63,0.41,0.0
20201116:1309,654.46,891.79,35.5,29.27,1.24,0.0
20201116:1409,594.18,785.48,30.28,28.71,2.41,0.0
20201116:1509,456.92,594.8,22.41,27.51,2.48,0.0
20201116:1609,250.52,337.04,12.71,25.97,1.93,0.0
20201116:1709,0.37,6.58,1.82,23.86,1.79,0.0
20201116:1809,0.0,0.0,0.0,21.9,1.79,0.0
20201116:1909,0.0,0.0,0.0,20.53,1.59,0.0
20201116:2009,0.0,0.0,0.0,19.57,1.52,0.0
20201116:2109,0.0,0.0,0.0,18.75,1.79,0.0
20201116:2209,0.0,0.0,0.0,18.09,1.93,0.0
20201116:2309,0.0,0.0,0.0,17.23,1.72,0.0
20201117:0009,0.0,0.0,0.0,16.1,1.59,0.0
20201117:0109,0.0,0.0,0.0,15.35,1.59,0.0
20201117:0209,0.0,0.0,0.0,14.91,1.72,0.0
20201117:0309,0.0,0.0,0.0,14.4,1.79,0.0
20201117:0409,0.0,0.0,0.0,14.0,1.66,0.0
20201117:0509,0.0,0.0,0.0,13.64,1.59,0.0
20201117:0609,0.0,0.0,0.0,13.29,1.52,0.0
20201117:0709,0.0,0.0,0.0,13.09,1.66,0.0
20201117:0809,216.7,283.37,11.66,14.22,1.45,0.0
20201117:0909,425.49,542.29,21.46,19.14,1.24,0.0
20201117:1009,575.95,750.64,29.49,23.19,1.38,0.0
20201117:1109,663.77,886.63,34.94,25.74,1.59,0.0
20201117:1209,693.32,939.77,36.99,27.45,1.66,0.0
20201117:1309,667.06,900.43,35.27,28.45,1.79,0.0
20201117:1409,593.45,787.34,30.09,28.7,2.07,0.0
20201117:1509,456.42,596.34,22.25,28.18,2.34,0.0
20201117:1609,253.67,341.41,12.58,26.73,2.41,0.0
20201117:1709,0.0,5.64,1.71,24.3,2.55,0.0
20201117:1809,0.0,0.0,0.0,22.11,2.55,0.0
20201117:1909,0.0,0.0,0.0,20.99,2.34,0.0
20201117:2009,0.0,0.0,0.0,20.13,2.34,0.0
20201117:2109,0.0,0.0,0.0,19.46,2.28,0.0
20201117:2209,0.0,0.0,0.0,18.91,2.28,0.0
20201117:2309,0.0,0.0,0.0,18.37,2.14,0.0
20201118:0009,0.0,0.0,0.0,17.7,2.0,0.0
20201118:0109,0.0,0.0,0.0,16.95,1.86,0.0
20201118:0209,0.0,0.0,0.0,16.27,1.72,0.0
20201118:0309,0.0,0.0,0.0,15.49,1.66,0.0
20201118:0409,0.0,0.0,0.0,14.72,1.66,0.0
20201118:0509,0.0,0.0,0.0,14.2,1.66,0.0
20201118:0609,0.0,0.0,0.0,13.92,1.72,0.0
20201118:0709,0.0,0.0,0.0,13.8,1.93,0.0
20201118:0809,215.05,281.87,11.46,14.78,1.72,0.0
20201118:0909,420.97,537.08,21.24,19.7,1.38,0.0
20201118:1009,573.44,746.16,29.25,23.65,1.66,0.0
20201118:1109,664.74,882.07,34.69,26.12,2.21,0.0
20201118:1209,693.42,927.69,36.75,27.64,2.62,0.0
20201118:1309,674.46,897.31,35.05,28.42,3.03,0.0
20201118:1409,602.32,790.3,29.9,28.54,3.24,0.0
20201118:1509,464.33,602.62,22.1,27.99,3.24,0.0
20201118:1609,257.76,345.41,12.46,26.68,3.17,0.0
20201118:1709,0.0,4.7,1.6,24.28,2.97,0.0
20201118:1809,0.0,0.0,0.0,22.11,2.9,0.0
20201118:1909,0.0,0.0,0.0,21.33,2.62,0.0
20201118:2009,0.0,0.0,0.0,20.32,2.48,0.0
20201118:2109,0.0,0.0,0.0,19.5,2.34,0.0
20201118:2209,0.0,0.0,0.0,18.86,2.28,0.0
20201118:2309,0.0,0.0,0.0,18.36,2.28,0.0
20201119:0009,0.0,0.0,0.0,17.88,2.48,0.0
20201119:0109,0.0,0.0,0.0,17.49,2.62,0.0
20201119:0209,0.0,0.0,0.0,17.06,2.76,0.0
20201119:0309,0.0,0.0,0.0,16.51,2.62,0.0
20201119:0409,0.0,0.0,0.0,15.79,2.34,0.0
20201119:0509,0.0,0.0,0.0,15.17,2.21,0.0
20201119:0609,0.0,0.0,0.0,14.58,2.07,0.0
20201119:0709,0.0,0.0,0.0,13.92,2.21,0.0
20201119:0809,205.92,269.73,11.25,14.38,1.93,0.0
20201119:0909,414.86,521.92,21.02,17.16,2.0,0.0
20201119:1009,595.84,763.22,29.01,20.37,2.14,0.0
20201119:1109,666.84,871.79,34.45,23.22,2.41,0.0
20201119:1209,696.86,923.4,36.51,25.38,2.62,0.0
20201119:1309,679.96,899.49,34.83,26.75,2.97,0.0
20201119:1409,602.94,787.67,29.71,27.31,3.17,0.0
20201119:1509,456.12,589.99,21.95,27.11,3.24,0.0
20201119:1609,251.74,337.28,12.34,26.25,3.1,0.0
20201119:1709,0.0,2.82,1.51,24.28,2.97,0.0
20201119:1809,0.0,0.0,0.0,22.43,3.03,0.0
20201119:1909,0.0,0.0,0.0,21.52,3.17,0.0
20201119:2009,0.0,0.0,0.0,20.76,3.31,0.0
20201119:2109,0.0,0.0,0.0,20.14,3.45,0.0
20201119:2209,0.0,0.0,0.0,19.51,3.52,0.0
20201119:2309,0.0,0.0,0.0,18.97,3.59,0.0
20201120:0009,0.0,0.0,0.0,18.46,3.52,0.0
20201120:0109,0.0,0.0,0.0,17.9,3.24,0.0
20201120:0209,0.0,0.0,0.0,17.21,2.83,0.0
20201120:0309,0.0,0.0,0.0,16.49,2.62,0.0
20201120:0409,0.0,0.0,0.0,15.82,2.62,0.0
20201120:0509,0.0,0.0,0.0,15.19,2.41,0.0
20201120:0609,0.0,0.0,0.0,14.7,2.21,0.0
20201120:0709,0.0,0.0,0.0,14.57,2.28,0.0
20201120:0809,158.78,211.45,11.05,14.96,2.0,0.0
20201120:0909,424.88,536.78,20.8,17.6,1.66,0.0
20201120:1009,557.23,719.83,28.78,20.72,1.1,0.0
20201120:1109,660.0,883.74,34.21,23.29,0.69,0.0
20201120:1209,639.76,862.14,36.28,25.08,0.62,0.0
20201120:1309,565.75,747.8,34.62,26.0,1.31,0.0
20201120:1409,525.49,684.37,29.54,25.94,2.14,0.0
20201120:1509,395.8,511.29,21.8,25.2,2.48,0.0
20201120:1609,186.75,253.8,12.22,23.93,2.21,0.0
20201120:1709,0.0,0.0,0.0,22.05,1.86,0.0
20201120:1809,0.0,0.0,0.0,20.36,1.52,0.0
20201120:1909,0.0,0.0,0.0,19.24,0.76,0.0
20201120:2009,0.0,0.0,0.0,18.09,1.59,0.0
20201120:2109,0.0,0.0,0.0,16.95,1.86,0.0
20201120:2209,0.0,0.0,0.0,15.89,1.38,0.0
20201120:2309,0.0,0.0,0.0,15.31,1.24,0.0
20201121:0009,0.0,0.0,0.0,14.34,1.38,0.0
20201121:0109,0.0,0.0,0.0,13.57,1.52,0.0
20201121:0209,0.0,0.0,0.0,12.98,1.59,0.0
20201121:0309,0.0,0.0,0.0,12.62,1.59,0.0
20201121:0409,0.0,0.0,0.0,12.27,1.59,0.0
20201121:0509,0.0,0.0,0.0,12.02,1.79,0.0
20201121:0609,0.0,0.0,0.0,11.8,1.79,0.0
20201121:0709,0.0,0.0,0.0,12.08,2.14,0.0
20201121:0809,213.5,277.68,10.86,12.82,1.79,0.0
20201121:0909,417.32,529.51,20.59,17.32,0.97,0.0
20201121:1009,570.27,744.57,28.56,20.56,0.34,0.0
20201121:1109,663.94,888.6,33.97,22.46,0.55,0.0
20201121:1209,698.24,935.63,36.06,23.6,1.31,0.0
20201121:1309,682.27,905.03,34.42,24.15,1.86,0.0
20201121:1409,615.16,799.64,29.37,24.14,2.48,0.0
20201121:1509,469.39,601.43,21.66,23.68,2.69,0.0
20201121:1609,257.55,340.28,12.11,22.71,2.41,0.0
20201121:1709,0.0,0.0,0.0,20.96,1.93,0.0
20201121:1809,0.0,0.0,0.0,19.21,1.86,0.0
20201121:1909,0.0,0.0,0.0,18.03,1.66,0.0
20201121:2009,0.0,0.0,0.0,17.06,1.45,0.0
20201121:2109,0.0,0.0,0.0,15.86,1.38,0.0
20201121:2209,0.0,0.0,0.0,14.94,1.66,0.0
20201121:2309,0.0,0.0,0.0,14.4,2.0,0.0
20201122:0009,0.0,0.0,0.0,14.3,2.48,0.0
20201122:0109,0.0,0.0,0.0,14.27,2.83,0.0
20201122:0209,0.0,0.0,0.0,14.2,2.97,0.0
20201122:0309,0.0,0.0,0.0,13.97,3.1,0.0
20201122:0409,0.0,0.0,0.0,13.71,3.03,0.0
20201122:0509,0.0,0.0,0.0,13.4,2.97,0.0
20201122:0609,0.0,0.0,0.0,13.03,2.69,0.0
20201122:0709,0.0,0.0,0.0,12.43,2.14,0.0
20201122:0809,213.36,277.42,10.66,12.63,1.79,0.0
20201122:0909,430.78,540.57,20.38,15.36,1.45,0.0
20201122:1009,572.75,733.82,28.33,18.42,1.17,0.0
20201122:1109,672.71,886.11,33.75,20.83,1.17,0.0
20201122:1209,702.5,939.07,35.84,22.6,1.24,0.0
20201122:1309,678.32,901.9,34.22,23.71,1.52,0.0
20201122:1409,609.59,796.73,29.2,24.2,1.93,0.0
20201122:1509,465.58,598.7,21.53,23.98,2.34,0.0
20201122:1609,266.65,352.11,12.01,22.92,2.34,0.0
20201122:1709,0.0,0.0,0.0,20.96,2.28,0.0
20201122:1809,0.0,0.0,0.0,19.0,2.07,0.0
20201122:1909,0.0,0.0,0.0,17.93,1.59,0.0
20201122:2009,0.0,0.0,0.0,17.03,0.83,0.0
20201122:2109,0.0,0.0,0.0,17.24,0.34,0.0
20201122:2209,0.0,0.0,0.0,15.38,1.1,0.0
20201122:2309,0.0,0.0,0.0,13.28,1.38,0.0
20201123:0009,0.0,0.0,0.0,12.28,1.38,0.0
20201123:0109,0.0,0.0,0.0,11.51,1.52,0.0
20201123:0209,0.0,0.0,0.0,11.02,1.52,0.0
20201123:0309,0.0,0.0,0.0,10.57,1.52,0.0
20201123:0409,0.0,0.0,0.0,10.08,1.59,0.0
20201123:0509,0.0,0.0,0.0,9.64,1.66,0.0
20201123:0609,0.0,0.0,0.0,9.54,1.79,0.0
20201123:0709,0.0,0.0,0.0,9.79,2.14,0.0
20201123:0809,209.95,270.63,10.47,10.65,1.86,0.0
20201123:0909,428.0,536.91,20.17,15.0,1.31,0.0
20201123:1009,578.57,743.22,28.11,18.75,1.1,0.0
20201123:1109,667.41,883.09,33.52,20.86,0.83,0.0
20201123:1209,692.07,929.34,35.62,22.28,0.76,0.0
20201123:1309,684.01,913.02,34.03,23.11,1.17,0.0
20201123:1409,608.63,794.9,29.04,23.32,1.66,0.0
20201123:1509,470.44,603.56,21.41,22.83,2.07,0.0
20201123:1609,294.7,385.51,11.91,21.54,2.21,0.0
20201123:1709,0.0,0.0,0.0,19.51,1.93,0.0
20201123:1809,0.0,0.0,0.0,17.68,1.59,0.0
20201123:1909,0.0,0.0,0.0,16.97,0.48,0.0
20201123:2009,0.0,0.0,0.0,15.64,0.76,0.0
20201123:2109,0.0,0.0,0.0,14.27,1.72,0.0
20201123:2209,0.0,0.0,0.0,13.7,1.72,0.0
20201123:2309,0.0,0.0,0.0,13.18,1.79,0.0
20201124:0009,0.0,0.0,0.0,12.75,1.79,0.0
20201124:0109,0.0,0.0,0.0,12.45,1.72,0.0
20201124:0209,0.0,0.0,0.0,11.95,1.79,0.0
20201124:0309,0.0,0.0,0.0,11.44,1.72,0.0
20201124:0409,0.0,0.0,0.0,11.12,1.72,0.0
20201124:0509,0.0,0.0,0.0,10.9,1.79,0.0
20201124:0609,0.0,0.0,0.0,10.91,1.79,0.0
20201124:0709,0.0,0.0,0.0,11.33,2.0,0.0
20201124:0809,101.02,136.68,10.28,12.13,1.79,0.0
20201124:0909,163.26,213.16,19.97,15.13,1.66,0.0
20201124:1009,575.69,728.38,27.9,17.34,1.93,0.0
20201124:1109,666.21,860.44,33.31,19.13,1.93,0.0
20201124:1209,696.04,906.73,35.41,20.49,2.21,0.0
20201124:1309,675.67,877.03,33.85,21.19,2.41,0.0
20201124:1409,599.76,768.52,28.89,21.32,2.55,0.0
20201124:1509,457.32,580.04,21.29,20.87,2.55,0.0
20201124:1609,236.66,310.18,11.82,19.87,2.34,0.0
20201124:1709,0.0,0.0,0.0,18.42,1.93,0.0
20201124:1809,0.0,0.0,0.0,16.94,1.86,0.0
20201124:1909,0.0,0.0,0.0,16.38,1.79,0.0
20201124:2009,0.0,0.0,0.0,15.84,1.66,0.0
20201124:2109,0.0,0.0,0.0,15.15,1.66,0.0
20201124:2209,0.0,0.0,0.0,14.68,1.66,0.0
20201124:2309,0.0,0.0,0.0,14.63,1.72,0.0
20201125:0009,0.0,0.0,0.0,14.69,1.79,0.0
20201125:0109,0.0,0.0,0.0,14.87,1.72,0.0
20201125:0209,0.0,0.0,0.0,14.84,1.86,0.0
20201125:0309,0.0,0.0,0.0,14.63,2.07,0.0
20201125:0409,0.0,0.0,0.0,14.45,2.28,0.0
20201125:0509,0.0,0.0,0.0,14.17,2.48,0.0
20201125:0609,0.0,0.0,0.0,13.79,2.55,0.0
20201125:0709,0.0,0.0,0.0,13.37,2.83,0.0
20201125:0809,137.18,183.09,10.09,13.7,2.9,0.0
20201125:0909,394.42,491.22,19.77,15.78,2.97,0.0
20201125:1009,564.72,707.88,27.69,18.18,3.31,0.0
20201125:1109,662.59,844.69,33.09,19.92,3.38,0.0
20201125:1209,704.01,906.08,35.21,21.39,3.72,0.0
20201125:1309,667.76,854.94,33.67,22.53,4.28,0.0
20201125:1409,598.56,754.34,28.75,22.39,5.38,0.0
20201125:1509,467.03,583.77,21.17,20.55,4.97,0.0
20201125:1609,7.85,18.8,11.73,19.19,3.52,0.0
20201125:1709,0.0,0.0,0.0,18.4,2.55,0.0
20201125:1809,0.0,0.0,0.0,17.54,2.62,0.0
20201125:1909,0.0,0.0,0.0,16.17,3.17,0.0
20201125:2009,0.0,0.0,0.0,15.63,3.72,0.0
20201125:2109,0.0,0.0,0.0,14.84,2.62,0.0
20201125:2209,0.0,0.0,0.0,14.57,1.66,0.0
20201125:2309,0.0,0.0,0.0,14.29,1.1,0.0
20201126:0009,0.0,0.0,0.0,13.85,1.52,0.0
20201126:0109,0.0,0.0,0.0,12.67,2.97,0.0
20201126:0209,0.0,0.0,0.0,11.71,5.31,0.0
20201126:0309,0.0,0.0,0.0,10.78,4.34,0.0
20201126:0409,0.0,0.0,0.0,10.01,3.38,0.0
20201126:0509,0.0,0.0,0.0,9.56,3.86,0.0
20201126:0609,0.0,0.0,0.0,9.33,4.55,0.0
20201126:0709,0.0,0.0,0.0,9.37,5.1,0.0
20201126:0809,21.85,33.83,9.9,9.84,5.1,0.0
20201126:0909,124.08,159.52,19.57,10.38,5.17,0.0
20201126:1009,132.68,171.2,27.48,11.31,4.9,0.0
20201126:1109,214.79,269.86,32.89,12.66,5.17,0.0
20201126:1209,734.09,909.44,35.02,13.77,4.9,0.0
20201126:1309,306.38,381.26,33.5,14.64,4.41,0.0
20201126:1409,207.75,265.1,28.61,15.08,3.66,0.0
20201126:1509,93.72,127.76,21.07,14.64,3.66,0.0
20201126:1609,73.2,101.33,11.65,12.99,2.97,0.0
20201126:1709,0.0,0.0,0.0,12.54,2.55,0.0
20201126:1809,0.0,0.0,0.0,12.15,3.03,0.0
20201126:1909,0.0,0.0,0.0,11.83,2.9,0.0
20201126:2009,0.0,0.0,0.0,11.36,2.9,0.0
20201126:2109,0.0,0.0,0.0,10.96,2.62,0.0
20201126:2209,0.0,0.0,0.0,10.72,2.55,0.0
20201126:2309,0.0,0.0,0.0,10.45,2.69,0.0
20201127:0009,0.0,0.0,0.0,10.26,2.76,0.0
20201127:0109,0.0,0.0,0.0,10.06,2.76,0.0
20201127:0209,0.0,0.0,0.0,10.03,2.83,0.0
20201127:0309,0.0,0.0,0.0,9.83,3.03,0.0
20201127:0409,0.0,0.0,0.0,9.82,3.31,0.0
20201127:0509,0.0,0.0,0.0,9.88,3.52,0.0
20201127:0609,0.0,0.0,0.0,9.93,3.59,0.0
20201127:0709,0.0,0.0,0.0,10.13,3.24,0.0
20201127:0809,24.41,37.59,9.72,10.42,3.79,0.0
20201127:0909,30.64,46.05,19.38,11.02,4.48,0.0
20201127:1009,39.1,57.33,27.28,11.65,4.55,0.0
20201127:1109,57.11,80.83,32.68,12.72,4.55,0.0
20201127:1209,71.44,99.62,34.83,13.86,4.28,0.0
20201127:1309,72.44,101.5,33.34,14.55,4.07,0.0
20201127:1409,124.52,165.57,28.48,14.82,3.72,0.0
20201127:1509,121.2,161.37,20.97,15.07,3.66,0.0
20201127:1609,49.74,73.44,11.58,14.95,3.45,0.0
20201127:1709,0.0,0.0,0.0,14.15,3.31,0.0
20201127:1809,0.0,0.0,0.0,13.29,2.9,0.0
20201127:1909,0.0,0.0,0.0,12.68,2.28,0.0
20201127:2009,0.0,0.0,0.0,12.47,2.07,0.0
20201127:2109,0.0,0.0,0.0,12.08,2.21,0.0
20201127:2209,0.0,0.0,0.0,11.87,2.48,0.0
20201127:2309,0.0,0.0,0.0,11.63,2.76,0.0
20201128:0009,0.0,0.0,0.0,11.42,2.97,0.0
20201128:0109,0.0,0.0,0.0,11.25,3.1,0.0
20201128:0209,0.0,0.0,0.0,11.23,3.31,0.0
20201128:0309,0.0,0.0,0.0,11.29,3.24,0.0
20201128:0409,0.0,0.0,0.0,11.34,3.24,0.0
20201128:0509,0.0,0.0,0.0,11.42,3.38,0.0
20201128:0609,0.0,0.0,0.0,11.37,3.59,0.0
20201128:0709,0.0,0.0,0.0,11.79,3.72,0.0
20201128:0809,45.49,66.08,9.54,12.02,3.86,0.0
20201128:0909,105.74,140.44,19.19,12.9,4.14,0.0
20201128:1009,564.31,692.44,27.09,13.91,4.07,0.0
20201128:1109,698.95,868.13,32.49,15.07,4.62,0.0
20201128:1209,708.83,884.03,34.65,16.23,4.97,0.0
20201128:1309,483.99,597.71,33.18,17.15,5.38,0.0
20201128:1409,332.28,414.38,28.35,17.51,5.24,0.0
20201128:1509,393.8,488.39,20.87,17.58,4.83,0.0
20201128:1609,239.4,308.56,11.51,17.44,3.66,0.0
20201128:1709,0.0,0.0,0.0,16.69,3.03,0.0
20201128:1809,0.0,0.0,0.0,15.78,2.83,0.0
20201128:1909,0.0,0.0,0.0,15.52,2.9,0.0
20201128:2009,0.0,0.0,0.0,15.17,3.03,0.0
20201128:2109,0.0,0.0,0.0,14.9,3.03,0.0
20201128:2209,0.0,0.0,0.0,14.5,3.1,0.0
20201128:2309,0.0,0.0,0.0,14.3,3.17,0.0
20201129:0009,0.0,0.0,0.0,14.02,3.1,0.0
20201129:0109,0.0,0.0,0.0,13.71,2.97,0.0
20201129:0209,0.0,0.0,0.0,13.44,2.9,0.0
20201129:0309,0.0,0.0,0.0,12.94,2.97,0.0
20201129:0409,0.0,0.0,0.0,12.75,3.03,0.0
20201129:0509,0.0,0.0,0.0,12.73,3.31,0.0
20201129:0609,0.0,0.0,0.0,12.57,3.38,0.0
20201129:0709,0.0,0.0,0.0,13.19,2.48,0.0
20201129:0809,200.37,263.0,9.36,13.29,2.28,0.0
20201129:0909,367.54,457.41,19.0,13.89,2.0,0.0
20201129:1009,570.36,715.99,26.89,15.11,1.72,0.0
20201129:1109,251.1,322.33,32.3,17.02,1.59,0.0
20201129:1209,218.6,285.07,34.47,18.26,1.59,0.0
20201129:1309,554.99,707.72,33.03,19.17,1.86,0.0
20201129:1409,199.28,261.94,28.23,19.23,1.72,0.0
20201129:1509,91.01,129.12,20.78,18.83,1.52,0.0
20201129:1609,50.71,77.45,11.45,17.95,1.38,0.0
20201129:1709,0.0,0.0,0.0,16.94,1.31,0.0
20201129:1809,0.0,0.0,0.0,15.64,0.55,0.0
20201129:1909,0.0,0.0,0.0,14.23,1.03,0.0
20201129:2009,0.0,0.0,0.0,13.26,1.66,0.0
20201129:2109,0.0,0.0,0.0,12.83,2.14,0.0
20201129:2209,0.0,0.0,0.0,12.92,2.21,0.0
20201129:2309,0.0,0.0,0.0,12.73,2.28,0.0
20201130:0009,0.0,0.0,0.0,13.23,2.21,0.0
20201130:0109,0.0,0.0,0.0,12.28,2.21,0.0
20201130:0209,0.0,0.0,0.0,12.39,2.14,0.0
20201130:0309,0.0,0.0,0.0,12.05,2.0,0.0
20201130:0409,0.0,0.0,0.0,11.75,1.86,0.0
20201130:0509,0.0,0.0,0.0,11.41,1.72,0.0
20201130:0609,0.0,0.0,0.0,10.2,1.66,0.0
20201130:0709,0.0,0.0,0.0,9.9,1.72,0.0
20201130:0809,101.37,136.21,9.19,10.32,1.1,0.0
20201130:0909,148.17,194.35,18.82,13.94,0.76,0.0
20201130:1009,542.84,687.55,26.71,16.17,1.03,0.0
20201130:1109,661.48,851.27,32.12,17.8,1.66,0.0
20201130:1209,702.64,915.15,34.3,19.26,1.86,0.0
20201130:1309,678.78,881.69,32.89,20.39,2.07,0.0
20201130:1409,595.62,761.99,28.12,20.84,2.41,0.0
20201130:1509,454.82,575.63,20.7,20.66,2.69,0.0
20201130:1609,143.88,195.54,11.39,19.92,2.48,0.0
20201130:1709,0.0,0.0,0.0,18.4,2.55,0.0
20201130:1809,0.0,0.0,0.0,17.02,2.55,0.0
20201130:1909,0.0,0.0,0.0,16.45,2.21,0.0
20201130:2009,0.0,0.0,0.0,15.73,2.0,0.0
20201130:2109,0.0,0.0,0.0,14.98,1.79,0.0
20201130:2209,0.0,0.0,0.0,14.22,1.38,0.0
20201130:2309,0.0,0.0,0.0,13.79,1.1,0.0
20201201:0009,0.0,0.0,0.0,12.81,1.38,0.0
20201201:0109,0.0,0.0,0.0,12.17,1.45,0.0
20201201:0209,0.0,0.0,0.0,12.15,1.38,0.0
20201201:0309,0.0,0.0,0.0,13.29,0.83,0.0
20201201:0409,0.0,0.0,0.0,12.83,0.9,0.0
20201201:0509,0.0,0.0,0.0,11.5,1.59,0.0
20201201:0609,0.0,0.0,0.0,11.3,1.93,0.0
20201201:0709,0.0,0.0,0.0,11.04,1.79,0.0
20201201:0809,211.5,275.81,9.01,11.8,2.07,0.0
20201201:0909,414.72,517.84,18.64,15.09,2.07,0.0
20201201:1009,568.63,718.49,26.53,18.29,2.34,0.0
20201201:1109,667.22,859.25,31.94,20.5,2.62,0.0
20201201:1209,703.6,916.59,34.14,21.92,2.76,0.0
20201201:1309,692.31,903.75,32.75,22.75,2.69,0.0
20201201:1409,614.18,794.82,28.02,23.15,2.41,0.0
20201201:1509,470.17,603.63,20.63,23.07,2.0,0.0
20201201:1609,275.9,363.97,11.34,22.25,1.52,0.0
20201201:1709,0.0,0.0,0.0,20.72,1.86,0.0
20201201:1809,0.0,0.0,0.0,18.73,1.93,0.0
20201201:1909,0.0,0.0,0.0,17.41,2.14,0.0
20201201:2009,0.0,0.0,0.0,16.39,2.14,0.0
20201201:2109,0.0,0.0,0.0,15.56,2.14,0.0
20201201:2209,0.0,0.0,0.0,14.93,2.21,0.0
20201201:2309,0.0,0.0,0.0,14.36,2.21,0.0
20201202:0009,0.0,0.0,0.0,13.92,2.21,0.0
20201202:0109,0.0,0.0,0.0,13.44,2.21,0.0
20201202:0209,0.0,0.0,0.0,13.03,2.21,0.0
20201202:0309,0.0,0.0,0.0,12.67,2.21,0.0
20201202:0409,0.0,0.0,0.0,12.32,2.14,0.0
20201202:0509,0.0,0.0,0.0,11.97,2.07,0.0
20201202:0609,0.0,0.0,0.0,11.55,1.86,0.0
20201202:0709,0.0,0.0,0.0,10.75,1.72,0.0
20201202:0809,210.45,273.85,8.85,10.68,1.52,0.0
20201202:0909,414.07,518.23,18.47,13.56,0.97,0.0
20201202:1009,564.14,720.02,26.35,17.33,0.97,0.0
20201202:1109,656.31,853.84,31.77,19.65,1.38,0.0
20201202:1209,698.22,918.13,33.98,20.92,1.66,0.0
20201202:1309,693.15,907.27,32.62,21.52,2.07,0.0
20201202:1409,616.54,793.61,27.92,21.56,2.34,0.0
20201202:1509,478.43,608.68,20.56,21.12,2.28,0.0
20201202:1609,297.64,387.49,11.3,20.16,1.79,0.0
20201202:1709,0.0,0.0,0.0,18.43,1.93,0.0
20201202:1809,0.0,0.0,0.0,16.73,2.0,0.0
20201202:1909,0.0,0.0,0.0,15.78,1.59,0.0
20201202:2009,0.0,0.0,0.0,14.7,1.52,0.0
20201202:2109,0.0,0.0,0.0,13.91,1.79,0.0
20201202:2209,0.0,0.0,0.0,13.27,2.0,0.0
20201202:2309,0.0,0.0,0.0,12.96,1.93,0.0
20201203:0009,0.0,0.0,0.0,12.67,1.86,0.0
20201203:0109,0.0,0.0,0.0,12.33,1.86,0.0
20201203:0209,0.0,0.0,0.0,12.14,1.79,0.0
20201203:0309,0.0,0.0,0.0,11.55,1.79,0.0
20201203:0409,0.0,0.0,0.0,11.09,1.66,0.0
20201203:0509,0.0,0.0,0.0,10.66,1.59,0.0
20201203:0609,0.0,0.0,0.0,10.2,1.45,0.0
20201203:0709,0.0,0.0,0.0,10.29,1.03,0.0
20201203:0809,203.99,267.15,8.68,10.96,0.9,0.0
20201203:0909,409.0,514.17,18.3,13.68,0.48,0.0
20201203:1009,556.43,709.76,26.18,16.64,0.69,0.0
20201203:1109,656.25,851.13,31.6,18.57,1.24,0.0
20201203:1209,703.36,916.32,33.83,19.77,2.0,0.0
20201203:1309,686.07,883.83,32.5,20.14,2.76,0.0
20201203:1409,618.73,785.98,27.82,19.9,3.03,0.0
20201203:1509,476.35,600.02,20.5,19.35,2.69,0.0
20201203:1609,262.0,339.53,11.26,18.63,2.34,0.0
20201203:1709,0.0,0.0,0.0,17.37,2.0,0.0
20201203:1809,0.0,0.0,0.0,15.98,2.28,0.0
20201203:1909,0.0,0.0,0.0,15.37,2.21,0.0
20201203:2009,0.0,0.0,0.0,14.78,2.28,0.0
20201203:2109,0.0,0.0,0.0,14.56,2.28,0.0
20201203:2209,0.0,0.0,0.0,14.41,2.34,0.0
20201203:2309,0.0,0.0,0.0,14.37,2.34,0.0
20201204:0009,0.0,0.0,0.0,14.32,2.41,0.0
20201204:0109,0.0,0.0,0.0,14.25,2.55,0.0
20201204:0209,0.0,0.0,0.0,14.14,2.69,0.0
20201204:0309,0.0,0.0,0.0,14.3,2.9,0.0
20201204:0409,0.0,0.0,0.0,14.43,3.1,0.0
20201204:0509,0.0,0.0,0.0,14.36,3.59,0.0
20201204:0609,0.0,0.0,0.0,14.25,3.86,0.0
20201204:0709,0.0,0.0,0.0,14.35,4.07,0.0
20201204:0809,20.57,34.77,8.52,14.42,4.62,0.0
20201204:0909,183.9,235.54,18.13,14.91,4.34,0.0
20201204:1009,54.4,79.89,26.01,15.84,4.76,0.0
20201204:1109,145.14,191.79,31.44,16.55,5.03,0.0
20201204:1209,194.49,249.42,33.69,15.69,5.72,0.0
20201204:1309,97.93,134.4,32.38,16.67,6.21,0.0
20201204:1409,456.86,559.22,27.74,16.08,6.28,0.0
20201204:1509,434.01,531.97,20.44,15.96,5.79,0.0
20201204:1609,218.44,277.18,11.23,14.68,6.41,0.0
20201204:1709,0.0,0.0,0.0,13.96,5.79,0.0
20201204:1809,0.0,0.0,0.0,13.36,5.59,0.0
20201204:1909,0.0,0.0,0.0,13.44,6.69,0.0
20201204:2009,0.0,0.0,0.0,13.43,6.41,0.0
20201204:2109,0.0,0.0,0.0,12.74,6.41,0.0
20201204:2209,0.0,0.0,0.0,11.95,6.14,0.0
20201204:2309,0.0,0.0,0.0,11.1,6.07,0.0
